image,type,kernel_size,time
23,median,3,0.0749674
9,mean,3,0.0169412
23,mean,3,0.0168218
9,highlight,3,0.0167506
23,highlight,3,0.0167968
6,median,3,0.0746979
17,median,3,0.0740181
6,mean,3,0.0169727
17,mean,3,0.0169
6,highlight,3,0.0169391
17,highlight,3,0.0167289
20,median,3,0.0744155
24,median,3,0.075646
20,mean,3,0.0168339
24,mean,3,0.0168623
20,highlight,3,0.0166984
24,highlight,3,0.0168164
14,median,3,0.0116415
14,mean,3,0.00422728
14,highlight,3,0.00427787
21,median,3,0.0720712
21,mean,3,0.0169143
saltpepper1,median,3,0.0742402
21,highlight,3,0.0168932
saltpepper1,mean,3,0.0168274
saltpepper1,highlight,3,0.0171988
22,median,3,0.0817556
18,median,3,0.0767735
22,mean,3,0.0170076
22,highlight,3,0.0168276
18,mean,3,0.0169209
18,highlight,3,0.0170663
1,median,3,0.0756163
16,median,3,0.0661385
1,mean,3,0.0169286
16,mean,3,0.0168898
1,highlight,3,0.0168123
16,highlight,3,0.0168505
12,median,3,0.0742539
4,median,3,0.0738187
12,mean,3,0.0169681
4,mean,3,0.0169371
12,highlight,3,0.0168237
4,highlight,3,0.0169402
0,median,3,0.0736233
2,median,3,0.0747887
0,mean,3,0.0169043
2,mean,3,0.0169208
0,highlight,3,0.016778
2,highlight,3,0.0167369
5,median,3,0.0740778
image,median,3,0.0712457
5,mean,3,0.0169714
image,mean,3,0.0168863
5,highlight,3,0.0168204
image,highlight,3,0.0169801
3,median,3,0.018311
3,mean,3,0.00446957
3,highlight,3,0.00436282
8,median,3,0.0732728
8,mean,3,0.0168957
8,highlight,3,0.0171535
13,median,3,0.303126
13,mean,3,0.0676269
23,median,5,0.270626
13,highlight,3,0.0682796
23,mean,5,0.0396147
23,highlight,5,0.0394573
15,median,3,0.299053
17,median,5,0.257956
17,mean,5,0.0392298
15,mean,3,0.067715
17,highlight,5,0.0395401
15,highlight,3,0.0678264
20,median,5,0.254482
20,mean,5,0.0393315
20,highlight,5,0.0391787
7,median,3,0.301785
14,median,5,0.0373
14,mean,5,0.00983462
14,highlight,5,0.00995142
7,mean,3,0.0674474
7,highlight,3,0.0673439
saltpepper1,median,5,0.267009
saltpepper1,mean,5,0.039447
saltpepper1,highlight,5,0.0397481
9,median,5,0.263053
9,mean,5,0.0397216
9,highlight,5,0.0392997
18,median,5,0.235174
18,mean,5,0.0394503
18,highlight,5,0.0394013
6,median,5,0.260903
6,mean,5,0.0394414
6,highlight,5,0.0393214
16,median,5,0.217569
16,mean,5,0.039402
16,highlight,5,0.0398692
24,median,5,0.260243
24,mean,5,0.0394583
24,highlight,5,0.0473494
4,median,5,0.26545
4,mean,5,0.0393855
4,highlight,5,0.0396513
21,median,5,0.249523
21,mean,5,0.0398041
21,highlight,5,0.039598
2,median,5,0.253694
2,mean,5,0.0395093
2,highlight,5,0.0392946
22,median,5,0.255578
22,mean,5,0.0395937
22,highlight,5,0.0396398
image,median,5,0.244671
image,mean,5,0.0393512
image,highlight,5,0.039635
3,median,5,0.0637621
3,mean,5,0.00985938
3,highlight,5,0.0098197
1,median,5,0.260786
1,mean,5,0.039544
1,highlight,5,0.0395066
8,median,5,0.26328
8,mean,5,0.039395
8,highlight,5,0.039916
12,median,5,0.25847
12,mean,5,0.0393597
12,highlight,5,0.0394635
0,median,5,0.255216
0,mean,5,0.0395624
0,highlight,5,0.0393726
23,median,7,0.563298
23,mean,7,0.073515
5,median,5,0.258244
23,highlight,7,0.0734762
5,mean,5,0.0398518
5,highlight,5,0.0393066
17,median,7,0.562291
17,mean,7,0.07326
17,highlight,7,0.0734068
13,median,5,1.07028
20,median,7,0.564447
13,mean,5,0.165207
20,mean,7,0.0763163
20,highlight,7,0.0734692
13,highlight,5,0.157362
14,median,7,0.083998
14,mean,7,0.0186831
14,highlight,7,0.0186559
saltpepper1,median,7,0.579846
saltpepper1,mean,7,0.0736812
saltpepper1,highlight,7,0.0744166
15,median,5,1.04226
15,mean,5,0.164849
18,median,7,0.519773
15,highlight,5,0.158062
18,mean,7,0.0733032
18,highlight,7,0.0739605
16,median,7,0.463703
16,mean,7,0.073234
16,highlight,7,0.0741209
7,median,5,1.07144
7,mean,5,0.157898
4,median,7,0.573377
4,mean,7,0.0855308
7,highlight,5,0.168621
4,highlight,7,0.0788478
9,median,7,0.583825
2,median,7,0.56577
9,mean,7,0.074002
2,mean,7,0.0762356
9,highlight,7,0.0742495
2,highlight,7,0.074075
6,median,7,0.581187
image,median,7,0.536494
6,mean,7,0.0740502
image,mean,7,0.0732118
6,highlight,7,0.0738891
image,highlight,7,0.0779952
3,median,7,0.149622
3,mean,7,0.0225968
3,highlight,7,0.0183294
24,median,7,0.579844
24,mean,7,0.0736488
24,highlight,7,0.073764
8,median,7,0.570179
8,mean,7,0.0733714
8,highlight,7,0.0743321
21,median,7,0.548306
21,mean,7,0.0734406
21,highlight,7,0.0743718
23,median,9,1.01138
22,median,7,0.55051
22,mean,7,0.073609
23,mean,9,0.121171
22,highlight,7,0.0737851
23,highlight,9,0.117757
1,median,7,0.579431
1,mean,7,0.0736497
1,highlight,7,0.0756709
17,median,9,0.998822
17,mean,9,0.117634
12,median,7,0.55653
17,highlight,9,0.12227
12,mean,7,0.0841275
12,highlight,7,0.0739994
0,median,7,0.568069
0,mean,7,0.0733578
0,highlight,7,0.0735628
20,median,9,1.01212
20,mean,9,0.118048
20,highlight,9,0.121083
14,median,9,0.167823
5,median,7,0.570308
14,mean,9,0.0293345
14,highlight,9,0.0294253
5,mean,7,0.0742836
5,highlight,7,0.0732634
saltpepper1,median,9,1.04127
saltpepper1,mean,9,0.121462
saltpepper1,highlight,9,0.117866
18,median,9,0.902148
18,mean,9,0.121934
18,highlight,9,0.118085
13,median,7,2.37117
13,mean,7,0.301144
13,highlight,7,0.293083
16,median,9,0.823556
16,mean,9,0.117621
16,highlight,9,0.122295
4,median,9,1.02821
4,mean,9,0.117946
4,highlight,9,0.118718
15,median,7,2.323
15,mean,7,0.293984
2,median,9,1.00454
2,mean,9,0.11768
15,highlight,7,0.295931
2,highlight,9,0.117888
image,median,9,0.940417
image,mean,9,0.125107
image,highlight,9,0.118237
3,median,9,0.257821
3,mean,9,0.0301343
3,highlight,9,0.029436
7,median,7,2.36843
8,median,9,1.02653
8,mean,9,0.117309
7,mean,7,0.294298
8,highlight,9,0.122054
7,highlight,7,0.294207
9,median,9,1.04926
9,mean,9,0.121906
9,highlight,9,0.117639
23,median,11,1.58988
23,mean,11,0.174105
23,highlight,11,0.173647
6,median,9,1.03794
6,mean,9,0.125791
6,highlight,9,0.117753
17,median,11,1.55345
17,mean,11,0.173894
24,median,9,1.02968
17,highlight,11,0.174058
24,mean,9,0.117969
24,highlight,9,0.117137
21,median,9,0.974685
21,mean,9,0.130812
21,highlight,9,0.11896
20,median,11,1.57933
20,mean,11,0.177683
20,highlight,11,0.177989
14,median,11,0.241534
14,mean,11,0.0438757
14,highlight,11,0.0434584
22,median,9,0.957146
22,mean,9,0.117889
22,highlight,9,0.14073
1,median,9,1.05881
1,mean,9,0.118995
saltpepper1,median,11,1.64898
1,highlight,9,0.117224
saltpepper1,mean,11,0.174114
saltpepper1,highlight,11,0.174407
12,median,9,0.995649
12,mean,9,0.119714
12,highlight,9,0.118374
18,median,11,1.4156
18,mean,11,0.178276
18,highlight,11,0.178639
0,median,9,1.01873
0,mean,9,0.118224
0,highlight,9,0.118392
16,median,11,1.26412
5,median,9,1.00357
16,mean,11,0.177449
5,mean,9,0.117875
16,highlight,11,0.175795
5,highlight,9,0.122344
4,median,11,1.62682
4,mean,11,0.174018
4,highlight,11,0.17373
2,median,11,1.57478
2,mean,11,0.174736
2,highlight,11,0.173906
13,median,9,4.27282
13,mean,9,0.471836
13,highlight,9,0.470642
image,median,11,1.47879
image,mean,11,0.178588
image,highlight,11,0.174596
3,median,11,0.409929
3,mean,11,0.0440379
3,highlight,11,0.043947
8,median,11,1.62244
8,mean,11,0.173831
8,highlight,11,0.182084
23,rotate,0,0.116404
23,schear,0,0.116875
17,rotate,0,0.116793
17,schear,0,0.116649
20,rotate,0,0.116924
20,schear,0,0.116518
14,rotate,0,0.037753
14,schear,0,0.0293308
saltpepper1,rotate,0,0.116323
saltpepper1,schear,0,0.116664
18,rotate,0,0.116763
15,median,9,4.16655
18,schear,0,0.116872
16,rotate,0,0.116855
16,schear,0,0.116596
4,rotate,0,0.130752
15,mean,9,0.479363
4,schear,0,0.116969
2,rotate,0,0.116947
2,schear,0,0.116861
image,rotate,0,0.116411
15,highlight,9,0.473683
image,schear,0,0.117073
3,rotate,0,0.0292843
3,schear,0,0.0290217
8,rotate,0,0.116785
8,schear,0,0.124695
7,median,9,4.1422
7,mean,9,0.472591
7,highlight,9,0.470366
9,median,11,1.64572
9,mean,11,0.181818
9,highlight,11,0.173528
6,median,11,1.64014
6,mean,11,0.173983
6,highlight,11,0.174177
24,median,11,1.63587
24,mean,11,0.173682
24,highlight,11,0.174136
21,median,11,1.51326
21,mean,11,0.173693
21,highlight,11,0.184976
22,median,11,1.49217
22,mean,11,0.174373
22,highlight,11,0.173641
1,median,11,1.64343
1,mean,11,0.173699
1,highlight,11,0.181281
12,median,11,1.54753
12,mean,11,0.173675
12,highlight,11,0.173516
0,median,11,1.60471
0,mean,11,0.182348
0,highlight,11,0.173707
5,median,11,1.55958
5,mean,11,0.174445
5,highlight,11,0.173888
13,median,11,6.75735
13,mean,11,0.696341
13,highlight,11,0.696427
15,median,11,6.55227
15,mean,11,0.699314
15,highlight,11,0.708892
7,median,11,6.50334
7,mean,11,0.697526
7,highlight,11,0.694945
9,rotate,0,0.118573
9,schear,0,0.11848
6,rotate,0,0.131446
6,schear,0,0.118555
24,rotate,0,0.1185
24,schear,0,0.118528
21,rotate,0,0.118841
21,schear,0,0.118361
22,rotate,0,0.117981
22,schear,0,0.124881
1,rotate,0,0.118583
1,schear,0,0.118381
12,rotate,0,0.117824
12,schear,0,0.118254
0,rotate,0,0.118229
0,schear,0,0.118198
5,rotate,0,0.12757
5,schear,0,0.118586
13,rotate,0,0.476067
13,schear,0,0.476753
15,rotate,0,0.501894
15,schear,0,0.474444
7,rotate,0,0.483495
7,schear,0,0.47441
9,median,3,0.0754876
23,median,3,0.074888
9,mean,3,0.0169576
23,mean,3,0.0168772
9,highlight,3,0.016792
23,highlight,3,0.0168798
6,median,3,0.0748446
17,median,3,0.0741005
6,mean,3,0.0169309
17,mean,3,0.0168391
6,highlight,3,0.0171301
17,highlight,3,0.0168156
24,median,3,0.075602
20,median,3,0.0762384
24,mean,3,0.0169101
20,mean,3,0.016873
24,highlight,3,0.0169243
20,highlight,3,0.0168696
14,median,3,0.0117464
14,mean,3,0.00422834
14,highlight,3,0.00425505
21,median,3,0.072234
21,mean,3,0.0169562
saltpepper1,median,3,0.0742139
21,highlight,3,0.0168423
saltpepper1,mean,3,0.0169158
saltpepper1,highlight,3,0.0171647
22,median,3,0.0737442
22,mean,3,0.0169322
18,median,3,0.0688484
22,highlight,3,0.0168716
18,mean,3,0.0169856
18,highlight,3,0.0169416
1,median,3,0.0757188
16,median,3,0.0653643
1,mean,3,0.017
16,mean,3,0.0168509
1,highlight,3,0.0167556
16,highlight,3,0.0169552
12,median,3,0.0807455
4,median,3,0.0799391
12,mean,3,0.016909
4,mean,3,0.0168162
12,highlight,3,0.0169146
4,highlight,3,0.0171091
0,median,3,0.0739452
2,median,3,0.0743875
0,mean,3,0.0169044
2,mean,3,0.0169435
0,highlight,3,0.0168442
2,highlight,3,0.0167889
5,median,3,0.0740749
image,median,3,0.0706694
5,mean,3,0.0168501
image,mean,3,0.0168572
5,highlight,3,0.0168066
image,highlight,3,0.0170291
3,median,3,0.0183185
3,mean,3,0.0042551
3,highlight,3,0.0042617
8,median,3,0.0731417
8,mean,3,0.0169039
8,highlight,3,0.017147
13,median,3,0.302209
13,mean,3,0.0675651
23,median,5,0.256457
23,mean,5,0.0395299
13,highlight,3,0.0671
23,highlight,5,0.0397629
17,median,5,0.265995
15,median,3,0.307956
17,mean,5,0.0393379
15,mean,3,0.0672633
17,highlight,5,0.039183
15,highlight,3,0.0679007
20,median,5,0.254347
20,mean,5,0.0393336
20,highlight,5,0.0394074
7,median,3,0.301968
14,median,5,0.0373598
14,mean,5,0.00989256
14,highlight,5,0.00992139
7,mean,3,0.0677557
7,highlight,3,0.0669463
saltpepper1,median,5,0.260883
saltpepper1,mean,5,0.0393627
saltpepper1,highlight,5,0.0396779
9,median,5,0.262545
9,mean,5,0.0396697
9,highlight,5,0.0393814
18,median,5,0.235088
18,mean,5,0.0394118
18,highlight,5,0.0396924
6,median,5,0.260373
6,mean,5,0.039624
6,highlight,5,0.0395272
16,median,5,0.217903
16,mean,5,0.0393831
16,highlight,5,0.0399698
24,median,5,0.259857
24,mean,5,0.0458356
24,highlight,5,0.0403987
4,median,5,0.265936
4,mean,5,0.0394465
4,highlight,5,0.0399015
21,median,5,0.249387
21,mean,5,0.0397879
21,highlight,5,0.0394902
2,median,5,0.256067
2,mean,5,0.0393958
2,highlight,5,0.0393402
22,median,5,0.25555
22,mean,5,0.0393407
22,highlight,5,0.0393806
image,median,5,0.245025
image,mean,5,0.0392953
image,highlight,5,0.0397075
3,median,5,0.0637936
3,mean,5,0.00986367
3,highlight,5,0.00982594
1,median,5,0.260194
1,mean,5,0.0469809
1,highlight,5,0.0418961
8,median,5,0.259034
8,mean,5,0.0393811
8,highlight,5,0.0399756
12,median,5,0.253694
12,mean,5,0.0394306
12,highlight,5,0.039324
0,median,5,0.255491
0,mean,5,0.0393885
0,highlight,5,0.0392863
23,median,7,0.571763
23,mean,7,0.0736243
5,median,5,0.258615
23,highlight,7,0.07323
5,mean,5,0.0395409
5,highlight,5,0.03963
17,median,7,0.56989
17,mean,7,0.073286
17,highlight,7,0.0735179
13,median,5,1.07933
20,median,7,0.560293
13,mean,5,0.157181
20,mean,7,0.0738565
20,highlight,7,0.073672
13,highlight,5,0.156665
14,median,7,0.0843511
14,mean,7,0.0184918
14,highlight,7,0.0184744
saltpepper1,median,7,0.58296
saltpepper1,mean,7,0.0799924
saltpepper1,highlight,7,0.0758841
15,median,5,1.05055
15,mean,5,0.15739
18,median,7,0.513885
15,highlight,5,0.156864
18,mean,7,0.0747002
18,highlight,7,0.073702
16,median,7,0.465501
16,mean,7,0.0733737
16,highlight,7,0.0749781
7,median,5,1.0754
7,mean,5,0.157202
4,median,7,0.58
4,mean,7,0.073831
7,highlight,5,0.157765
4,highlight,7,0.0743572
9,median,7,0.588414
2,median,7,0.568677
9,mean,7,0.0736489
2,mean,7,0.0734233
9,highlight,7,0.073342
2,highlight,7,0.073688
6,median,7,0.580308
image,median,7,0.53388
6,mean,7,0.0736173
image,mean,7,0.0736965
6,highlight,7,0.0734878
image,highlight,7,0.0737004
3,median,7,0.143432
3,mean,7,0.018433
3,highlight,7,0.0185431
24,median,7,0.576546
24,mean,7,0.0731959
24,highlight,7,0.0805439
8,median,7,0.579158
8,mean,7,0.0734535
8,highlight,7,0.0743957
21,median,7,0.547505
21,mean,7,0.0740874
21,highlight,7,0.0739216
23,median,9,1.00067
22,median,7,0.548098
23,mean,9,0.118112
22,mean,7,0.0738597
22,highlight,7,0.0732042
23,highlight,9,0.117996
1,median,7,0.58579
1,mean,7,0.0734886
1,highlight,7,0.0736311
17,median,9,1.00068
17,mean,9,0.118127
17,highlight,9,0.117719
12,median,7,0.556732
12,mean,7,0.0737138
12,highlight,7,0.0734948
0,median,7,0.57282
0,mean,7,0.0735476
0,highlight,7,0.0739057
20,median,9,0.998158
20,mean,9,0.117778
20,highlight,9,0.118652
14,median,9,0.159549
14,mean,9,0.0294982
14,highlight,9,0.0298584
5,median,7,0.566686
5,mean,7,0.0733442
5,highlight,7,0.0747947
saltpepper1,median,9,1.0456
saltpepper1,mean,9,0.118115
saltpepper1,highlight,9,0.118855
18,median,9,0.902505
18,mean,9,0.117874
18,highlight,9,0.118204
13,median,7,2.38319
13,mean,7,0.294535
13,highlight,7,0.293266
16,median,9,0.803973
16,mean,9,0.12571
16,highlight,9,0.118963
4,median,9,1.02647
4,mean,9,0.118328
4,highlight,9,0.118376
15,median,7,2.32672
2,median,9,0.997079
15,mean,7,0.294949
2,mean,9,0.117573
2,highlight,9,0.118012
15,highlight,7,0.301672
image,median,9,0.946717
image,mean,9,0.118095
image,highlight,9,0.118003
3,median,9,0.257384
3,mean,9,0.029498
3,highlight,9,0.0295091
7,median,7,2.34329
8,median,9,1.02081
8,mean,9,0.118044
7,mean,7,0.296383
8,highlight,9,0.125845
7,highlight,7,0.295097
9,median,9,1.04638
9,mean,9,0.118802
9,highlight,9,0.117677
23,median,11,1.57203
23,mean,11,0.173769
23,highlight,11,0.181238
6,median,9,1.04479
6,mean,9,0.117904
6,highlight,9,0.118048
17,median,11,1.54833
17,mean,11,0.174299
17,highlight,11,0.174577
24,median,9,1.03131
24,mean,9,0.118234
24,highlight,9,0.125658
21,median,9,0.971811
21,mean,9,0.11947
21,highlight,9,0.117883
20,median,11,1.5648
20,mean,11,0.17408
20,highlight,11,0.173474
14,median,11,0.245366
14,mean,11,0.0436791
14,highlight,11,0.0433793
22,median,9,0.959981
22,mean,9,0.118815
22,highlight,9,0.119405
1,median,9,1.04057
1,mean,9,0.118235
saltpepper1,median,11,1.63983
1,highlight,9,0.118067
saltpepper1,mean,11,0.180888
saltpepper1,highlight,11,0.174565
12,median,9,0.998013
12,mean,9,0.117906
12,highlight,9,0.11744
18,median,11,1.40759
18,mean,11,0.18768
18,highlight,11,0.174072
0,median,9,1.01818
0,mean,9,0.117904
0,highlight,9,0.118018
16,median,11,1.26236
5,median,9,0.997731
16,mean,11,0.179207
5,mean,9,0.118744
16,highlight,11,0.185744
5,highlight,9,0.131877
4,median,11,1.61654
4,mean,11,0.173478
4,highlight,11,0.173908
2,median,11,1.56872
2,mean,11,0.174274
2,highlight,11,0.174006
13,median,9,4.25387
13,mean,9,0.476311
13,highlight,9,0.478904
image,median,11,1.47948
image,mean,11,0.175583
image,highlight,11,0.174119
3,median,11,0.40919
3,mean,11,0.0434405
3,highlight,11,0.0433491
8,median,11,1.61656
8,mean,11,0.184927
8,highlight,11,0.175417
23,rotate,0,0.116782
23,schear,0,0.116714
17,rotate,0,0.116618
17,schear,0,0.116702
20,rotate,0,0.11652
20,schear,0,0.119367
14,rotate,0,0.0305551
14,schear,0,0.0293863
saltpepper1,rotate,0,0.116997
saltpepper1,schear,0,0.118232
18,rotate,0,0.118113
15,median,9,4.14692
18,schear,0,0.12204
16,rotate,0,0.132723
16,schear,0,0.116343
4,rotate,0,0.117208
15,mean,9,0.483177
4,schear,0,0.11744
2,rotate,0,0.116678
2,schear,0,0.117112
image,rotate,0,0.11697
15,highlight,9,0.472681
image,schear,0,0.11702
3,rotate,0,0.0295389
3,schear,0,0.0293185
8,rotate,0,0.116979
8,schear,0,0.117131
7,median,9,4.14151
7,mean,9,0.472992
7,highlight,9,0.470724
9,median,11,1.64745
9,mean,11,0.183907
9,highlight,11,0.177992
6,median,11,1.64882
6,mean,11,0.178068
6,highlight,11,0.177973
24,median,11,1.64273
24,mean,11,0.179069
24,highlight,11,0.178074
21,median,11,1.52488
21,mean,11,0.182443
21,highlight,11,0.17419
22,median,11,1.49388
22,mean,11,0.17496
22,highlight,11,0.174697
1,median,11,1.65395
1,mean,11,0.174509
1,highlight,11,0.174044
12,median,11,1.54581
12,mean,11,0.174399
12,highlight,11,0.175666
0,median,11,1.60678
0,mean,11,0.174405
0,highlight,11,0.173471
5,median,11,1.56374
5,mean,11,0.17468
5,highlight,11,0.182764
13,median,11,6.77354
13,mean,11,0.697129
13,highlight,11,0.694016
15,median,11,6.56294
15,mean,11,0.698614
15,highlight,11,0.703606
7,median,11,6.50655
7,mean,11,0.696484
7,highlight,11,0.696453
9,rotate,0,0.123726
9,schear,0,0.11794
6,rotate,0,0.123363
6,schear,0,0.130888
24,rotate,0,0.117822
24,schear,0,0.118067
21,rotate,0,0.117893
21,schear,0,0.118196
22,rotate,0,0.117564
22,schear,0,0.117827
1,rotate,0,0.126914
1,schear,0,0.118037
12,rotate,0,0.119009
12,schear,0,0.118852
0,rotate,0,0.117602
0,schear,0,0.117985
5,rotate,0,0.117684
5,schear,0,0.13137
13,rotate,0,0.47276
13,schear,0,0.472371
15,rotate,0,0.472504
15,schear,0,0.471315
7,rotate,0,0.472272
7,schear,0,0.48102
9,median,3,0.0756076
23,median,3,0.0748124
9,mean,3,0.0168562
23,mean,3,0.0168809
9,highlight,3,0.0168081
23,highlight,3,0.0167297
6,median,3,0.0750371
17,median,3,0.0781091
6,mean,3,0.0170161
17,mean,3,0.0168145
6,highlight,3,0.0168753
17,highlight,3,0.0170293
24,median,3,0.0755148
20,median,3,0.0782381
24,mean,3,0.0168724
20,mean,3,0.0168354
24,highlight,3,0.016765
20,highlight,3,0.0167601
14,median,3,0.0116532
14,mean,3,0.00556526
14,highlight,3,0.00658436
21,median,3,0.0723319
21,mean,3,0.0169508
saltpepper1,median,3,0.0742326
21,highlight,3,0.0168565
saltpepper1,mean,3,0.0169307
saltpepper1,highlight,3,0.0171295
22,median,3,0.0737855
22,mean,3,0.016893
18,median,3,0.0686172
22,highlight,3,0.0167649
18,mean,3,0.0168818
18,highlight,3,0.0168781
1,median,3,0.0755993
1,mean,3,0.0175479
16,median,3,0.0657148
16,mean,3,0.0168959
1,highlight,3,0.0255741
16,highlight,3,0.016972
12,median,3,0.0763456
4,median,3,0.0733746
12,mean,3,0.0168827
4,mean,3,0.0168295
12,highlight,3,0.0167488
4,highlight,3,0.0170687
0,median,3,0.0827617
2,median,3,0.0882093
0,mean,3,0.0170117
2,mean,3,0.0168488
0,highlight,3,0.0168537
2,highlight,3,0.0167624
5,median,3,0.0741537
image,median,3,0.0708012
5,mean,3,0.016996
image,mean,3,0.0168668
5,highlight,3,0.016758
image,highlight,3,0.0170833
3,median,3,0.0182451
3,mean,3,0.00432486
3,highlight,3,0.00421913
8,median,3,0.0730568
8,mean,3,0.0169299
8,highlight,3,0.0171919
13,median,3,0.301394
13,mean,3,0.067714
23,median,5,0.257375
13,highlight,3,0.0672943
23,mean,5,0.0395522
23,highlight,5,0.0391953
15,median,3,0.296926
17,median,5,0.259845
17,mean,5,0.0393718
15,mean,3,0.0675687
17,highlight,5,0.0393521
15,highlight,3,0.067503
20,median,5,0.255079
20,mean,5,0.0394995
20,highlight,5,0.0393738
7,median,3,0.300724
14,median,5,0.0373043
14,mean,5,0.00983602
14,highlight,5,0.00992669
7,mean,3,0.0674237
7,highlight,3,0.0669277
saltpepper1,median,5,0.267192
saltpepper1,mean,5,0.0392843
saltpepper1,highlight,5,0.0397147
9,median,5,0.267532
9,mean,5,0.0394163
9,highlight,5,0.0396273
18,median,5,0.236863
18,mean,5,0.0393846
18,highlight,5,0.0393841
6,median,5,0.259545
6,mean,5,0.0393945
6,highlight,5,0.0393983
16,median,5,0.218567
16,mean,5,0.039819
16,highlight,5,0.0398127
24,median,5,0.259694
24,mean,5,0.0398535
24,highlight,5,0.0428106
4,median,5,0.257301
4,mean,5,0.0392294
4,highlight,5,0.0398274
21,median,5,0.251956
21,mean,5,0.0400671
21,highlight,5,0.0428312
2,median,5,0.255026
2,mean,5,0.0393417
2,highlight,5,0.0504018
22,median,5,0.268078
22,mean,5,0.0395416
22,highlight,5,0.0392032
image,median,5,0.245862
image,mean,5,0.0395086
image,highlight,5,0.0395718
3,median,5,0.0639652
3,mean,5,0.00984785
3,highlight,5,0.00985547
1,median,5,0.263314
1,mean,5,0.0436655
1,highlight,5,0.0393273
8,median,5,0.254871
8,mean,5,0.0392368
8,highlight,5,0.0398066
12,median,5,0.256509
12,mean,5,0.0394819
12,highlight,5,0.0392514
0,median,5,0.257509
0,mean,5,0.0395706
0,highlight,5,0.0393868
23,median,7,0.564757
23,mean,7,0.0825735
5,median,5,0.263898
23,highlight,7,0.0735855
5,mean,5,0.0398729
5,highlight,5,0.0392176
17,median,7,0.564418
17,mean,7,0.0736069
17,highlight,7,0.0738922
13,median,5,1.06502
20,median,7,0.561064
13,mean,5,0.165152
